,Actual,Predicted
38453,2.7901612903225805,2.762486282736063
29740,3.4643478260869562,3.4353328607976437
19892,3.821642857142857,3.809570647776127
17307,3.3055117443203694,3.1766436714679003
801,3.5109375000000003,3.6050934121012688
20016,2.8896428571428574,-492199682.52626884
4830,3.4404545454545454,3.30053155682981
19628,2.9856521739130435,3.2586950846016407
35102,3.7127272727272724,3.1032127141952515
16981,3.3222882882882883,3.2803884129971266
965,3.980294117647059,3.7233012579381466
13562,2.4645098039215685,2.600552659481764
15335,3.7572727272727273,3.9015109837055206
33340,3.828186813186813,3.8318867683410645
22538,3.3638636363636367,3.028016636148095
12718,3.15025,3.716016411781311
1759,3.1904761904761907,11572527.946331076
32339,3.695,3.87465881370008
37475,3.7464,3.505541330203414
19767,3.1986666666666665,3.2306463327258825
9274,3.199666666666667,3.038715647533536
20933,2.855666666666667,2.8058377411216497
31386,3.8059701492537314,3.769970990717411
13115,3.5780000000000003,3.6725483387708664
8684,3.5505833333333334,3.4480343870818615
6873,3.5558974358974353,3.583034785464406
30393,3.802180451127819,3.6271764244884253
29359,2.6938657407407414,2.7893576957285404
31914,2.8889583333333335,3.0043410658836365
1995,3.0185560053981106,2.8374917842447758
26239,3.877407407407407,3.7500918358564377
1420,3.549019607843137,3.6155404839664698
29285,2.768181818181818,647054549.4255043
5908,2.9212499999999997,2.9414740167558193
10545,3.5,2.7828823551535606
25365,3.5062068965517237,3.576049853116274
23638,3.8546875000000003,3.899207469075918
29534,2.9995454545454545,3.6798113472759724
30343,2.239909090909091,3.0180956535041332
34769,2.9865217391304353,2.387561660259962
6539,3.277433628318584,3.59741554223001
32341,3.5769491525423733,3.736034870147705
34678,3.2476744186046513,3.0395950190722942
19806,3.544088888888889,3.7611125130206347
14730,3.2920127659574465,3.1959198843687773
35835,3.456313905930471,3.3253586031496525
36286,3.754307692307693,12512680.208108958
9699,3.4663999999999997,3.479622572660446
3120,3.6525,3.698007710278034
15774,2.6664210526315792,2.9644037187099457
27702,3.9171875,3.8603780809789896
16564,3.715853658536586,3.8294180929660797
5660,3.3636363636363638,3.466130819171667
24873,3.107142857142857,3.326096560806036
26174,3.7982608695652176,3.7134669087827206
24109,3.951463414634146,3.6933470219373703
37605,3.5007692307692304,1171643058.0090992
4152,2.907403846153846,3.194714954122901
10516,3.035208333333333,2.997122522443533
15378,2.4798158315133865,2.335616037249565
24104,3.0420833333333337,3.3214553743600845
8085,3.894545454545455,3.8822198808193207
4770,3.424545454545455,3.886235475540161
427,3.923076923076923,3.9182342886924744
36472,3.8165,12512680.13153401
25750,3.753154761904762,3.8207544777542353
1568,3.5949999999999998,3.0230876430869102
19300,3.2186147186147185,114879754.04899795
16403,3.875,3.4895466696470976
29839,3.2714814814814814,2.967494171112776
7409,3.5523076923076924,12512679.412549924
33791,2.514583333333334,2.8920853100717068
22993,2.857619047619048,3.055696789175272
4944,3.9042372881355933,3.7456973753869534
3257,2.3164102564102564,2.7165005765855312
37264,3.3050000000000006,3.3248064406216145
21293,3.3583011583011584,3.3156248312443495
29812,3.594891304347826,3.601773377507925
14702,2.6727118644067795,3.0231203697621822
11077,3.3341025641025634,3.588581759482622
10848,3.4751515151515155,3.2280066702514887
17809,3.519705882352941,3.1514873821288347
37076,3.3982352941176472,3.70630026422441
34262,3.5660000000000003,3.187255010008812
12085,3.3247500000000003,2.9714258685708046
8544,3.000257412838058,3.250040777027607
14717,3.649166666666667,3.6808830182999372
11134,3.9767441860465116,3.6774260327219963
6340,3.7147619047619043,-52883925.211129785
29936,3.26448275862069,3.4123230651021004
32853,3.8067741935483874,3.599572490900755
27260,3.911,3.8992181979119778
29238,3.658095238095238,-582799023.6888545
18144,3.3891666666666667,3.3422655165195465
37761,3.4373333333333327,3.4944708328694105
19548,3.622333333333333,554184666.9377959
28508,3.195882352941176,3.3465039543807507
37269,3.450715789473684,3.205203866586089
4379,3.1986444265269105,3.210969503968954
28812,3.8475,338423575.7729189
5128,3.2467741935483874,3.1779471281915903
11836,3.8466486436950142,3.8230892065912485
4062,3.505714285714286,-940149.1944063418
27452,2.895,2.8254767637699842
6511,3.1996,398214283.8190592
5719,3.0084745762711864,3.0208012014627457
30918,3.551304347826087,3.301888892427087
9585,3.4973262032085564,3.4849981255829334
27126,3.391766304347826,2.9980108700692654
38452,3.108979591836735,3.168088713660836
29403,3.293728813559322,3.5583051405847073
33564,3.7113043478260868,2.843771329149604
34056,3.389047619047619,3.1688006073236465
28087,2.7157377049180327,2.7690220959484577
12037,2.6340173913043476,2.8692743349820375
28732,3.786,3.4807340912520885
29041,3.5159090909090907,3.839840557426214
13277,3.9593939393939395,3.8667644057422876
5924,3.365,3.3773255459964275
15870,3.9234679089026914,3.829461121931672
11964,3.5806976744186048,3.573371261358261
33874,3.025564254500425,2.658402042463422
13629,3.489,3.562511872500181
27896,3.696818181818182,3.97498644515872
9528,3.572,3.640397757291794
11007,3.0348837209302326,3.3202664647251368
18808,3.3099999999999996,3.299948390573263
33088,3.468571428571428,3.4088529627770185
12287,3.4452380952380954,-940148.5012766365
34615,3.472713382507903,3.5825735218822956
4923,3.3823529411764706,3.382684016600251
13341,3.6074878048780485,3.6799879521131516
29679,3.4404000000000003,-613617504.8320491
30649,3.3033037694013307,3.4533701557666063
3604,2.7595,2.632863014936447
30618,3.6257721845803763,3.4809439312666655
34301,3.8076923076923075,3.9160389732569456
18690,3.842000000000001,3.8778369445353746
2401,3.752307692307693,3.672708859667182
23228,3.451470588235294,-195259266.21954605
26461,3.20324686940966,3.405577875673771
36718,3.1747619047619047,3.32865833863616
18147,3.044343434343434,3.163278091698885
10921,3.1145116681071734,3.0339668449014425
24611,2.7251296096573387,2.8122412636876106
36307,3.683500000000001,117980009.33812964
29762,3.7119178082191784,3.883003856986761
12056,3.88,3.4769499264657497
9890,3.875,3.862675830721855
29771,3.175423728813559,3.199772462248802
28040,3.2011627906976745,3.2600275967270136
2170,2.6804054054054047,2.5864931363612413
26301,3.0841121495327104,3.232764482498169
9787,3.4657851239669424,3.2488537095487118
37572,3.566666666666667,3.506644543260336
34107,3.8518518518518516,3.9227938894182444
37360,2.7069491525423732,3.2024490255862474
34057,3.463202950657079,3.6279233917593956
24913,3.300975609756098,3.071148958057165
35864,2.77037037037037,2.6971224136650562
6826,3.7113636363636364,1148375534.2962546
4545,2.605581395348837,3.0226878821849823
20137,3.6224324324324324,3.5294069331139326
1285,3.099824561403509,3.131772454828024
23203,3.3333333333333335,3.579665869474411
2110,3.28921052631579,3.02555700391531
17238,2.457481599433829,2.511432308703661
30096,3.87390243902439,989080745.5239327
1700,3.1966071428571428,3.21205710247159
20551,3.781315789473685,3.6748896706849337
14820,3.3181818181818175,3.1731158401817083
27383,3.428703703703704,3.481115959584713
1515,3.118688524590164,3.3060942627489567
6024,3.8340909090909094,3.8406535517424345
34164,3.9375,3.778345685452223
29870,3.6938,3.548334524035454
20470,3.5405405405405403,3.7215588875114918
21988,3.3606,3.536006212234497
33149,3.683809523809524,3.511051617562771
38035,3.1585185185185187,3.2246252428740263
33247,3.425,3.3578763101249933
29192,2.860857142857143,2.9887356478720903
29209,3.4838709677419355,3.6268307492136955
5619,2.762142857142858,2.8400782383978367
1853,2.623970255471301,2.5469534434378147
29013,3.8719073498964804,-248447190.77756584
12658,3.5175362318840584,3.4418584890663624
22758,3.877666666666667,3.881360126659274
6357,3.085348837209302,2.9010148271918297
9700,3.6348387096774197,3.7394868955016136
18390,3.823,3.6457061991095543
37256,2.537243816254417,2.770185736939311
11982,3.3025,3.1407660730183125
21961,3.127666666666666,3.496618390083313
6786,3.7356666666666665,3.8088980354368687
24894,3.350633802816901,3.561747061088681
23749,3.4725,3.4383640997111797
36768,3.503725490196079,3.302212543785572
33982,3.3173170731707313,3.1923794373869896
665,3.648936170212766,-126350211.86639589
29786,3.803930107526882,3.470889737829566
10265,2.8839130434782607,3.078246682882309
23409,3.3327272727272725,3.8792645148932934
14478,3.651037735849057,3.5741056594997644
29797,3.590857142857143,11572527.995710608
9105,3.504883720930233,3.3983505722135305
914,3.750270562770563,3.487916486337781
8864,3.3906896551724137,3.361303733661771
32522,3.747142857142857,3.567272424697876
34069,3.5215625,3.826041843742132
37513,3.065121951219512,2.9095298647880554
35604,3.637826086956522,12512679.566165432
28829,3.1946666666666674,3.39730379357934
11015,2.990606060606061,3.3655647821724415
15309,3.2691666666666666,3.6057333536446095
13643,2.7086160714285716,3.0917070228606462
14974,3.6446666666666667,3.727281875908375
12732,3.12,3.3548657409846783
11788,2.9692000000000003,2.9640983920544386
17134,3.2281578947368423,2.5387997403740883
32378,3.4511267605633806,3.2405614610761404
23705,3.622068965517242,3.6326534785330296
3185,2.634516129032258,3.0799291636794806
16708,3.4277472527472526,3.343937560915947
36813,3.3375000000000004,-493255090.07214254
188,2.9842857142857144,-940148.0986720547
10969,3.5804347826086955,3.5502094365656376
6689,3.5685294117647057,3.5983631871640682
13750,3.548222222222222,3.214227732270956
33690,3.7471428571428578,3.5572428442537785
12333,3.362083333333334,-864392255.8564687
37793,3.8767441860465115,3.5573494359850883
33026,3.8620689655172415,3.717246647924185
247,3.4941513409961686,3.5185701958835125
21008,3.4663333333333335,4.013825785368681
25877,3.2903030303030305,3.2559103425592184
1058,3.499285714285714,3.458117850124836
2905,3.8105714285714285,3.8725043162703514
21973,3.636727272727273,3.6211717948317528
12501,3.7628571428571425,3.1699572764337063
29919,2.436923076923077,2.968263126909733
13229,3.6824444444444446,3.7285188548266888
37910,3.469090909090909,276145204.36242247
18625,2.849269841269841,2.7368551678955555
18908,3.497234042553191,3.5167062245309353
31357,2.956,3.064759064465761
3622,3.1885897435897435,937652715.5251508
30459,3.380390243902439,3.44000755995512
31379,3.394954128440367,2.826591309159994
31505,2.944000000000001,2.980398379266262
15972,2.648383053221288,2.840128043666482
5167,3.0826732673267325,2.9752643816173077
9698,3.5588235294117645,3.5999774653464556
6666,3.3471999999999995,3.5317358132451773
5006,3.4128000000000003,3.4008200466632843
4678,2.971521739130435,3.30154942907393
33977,3.6741911764705883,3.372405882924795
10425,3.8491202361324315,3.776984114199877
35130,3.578823529411765,-328967227.03668183
35000,3.526774193548387,2.9320213366299868
2994,3.1619354838709675,3.086809603497386
7680,3.37421875,3.336060432717204
9573,3.3525714285714283,3.4151839651167393
17777,3.547966101694915,3.637630132958293
3253,3.62575,-297846840.15338826
35910,3.7866666666666666,3.5023924075067043
31805,3.902647058823529,3.639155473560095
2416,3.4691891891891897,1066702562.158128
24519,2.596125,2.7785152569413185
1428,3.808725961538461,-940149.1820809282
35810,3.4365517241379315,3.655258249491453
15619,3.250677966101695,3.1541092935949564
6814,2.6964356435643566,3.1075029373168945
26080,3.105393258426967,2.8501334097236395
8007,3.929440387228261,3.9453371465206146
27805,3.253030303030303,2.902877476066351
13852,3.2326086956521736,85393090.11006318
28444,2.905714285714286,12512679.823308473
25366,3.115,3.2747248224914074
11115,3.7180769230769233,3.66060639731586
34717,3.8659782608695648,3.555661715567112
22124,3.7091489361702124,3.736054517328739
1476,3.01237037037037,2.897336419671774
12383,3.782857142857143,3.5404987931251526
27644,3.591818181818182,3.323176756501198
18035,3.5204795321637428,3.4601001273840666
18042,3.536388888888889,3.478785404935479
30813,2.5555555555555554,3.03215292096138
4349,3.565,3.7368341851979494
31163,3.601653431650596,3.076524531468749
25763,2.971739130434783,3.246796514838934
27301,3.857619047619048,3.7742332108318806
29714,3.528333333333333,3.495015699416399
28538,3.3144117647058824,3.234414806589484
35107,3.6956521739130435,3.573497749865055
1627,3.333076923076923,3.494089052081108
14861,2.7890909090909086,3.2113738246262074
36824,3.4138603425559944,3.309733908623457
4176,3.3570356902356906,3.3820575419813395
35355,3.4761904761904763,17340627.229771744
15672,3.3936363636363636,3.2913076914846897
23970,3.432045454545454,3.5150135084986687
15477,2.9344262295081966,2.588091041892767
18821,3.1109999999999998,3.3835297487676144
30607,3.141,3.1579801607877016
33121,3.730466926070039,3.610181702300906
30948,3.8705555555555553,3.7346802297979593
31714,2.844333333333333,2.7332578897476196
14295,3.7386934673366836,3.7566092498600483
36937,3.2415151515151517,3.1855082027614117
13911,3.920952380952381,3.8584980946034193
5516,3.254255319148936,3.2346844226121902
28268,3.7345238095238096,3.6195168755948544
23072,2.728421052631579,2.782428152859211
32572,3.825552507836991,3.5334489457309246
28803,3.842777777777778,211291888.55349833
4362,3.759345238095238,3.771670736372471
16827,3.448913043478261,3.6003511045128107
21201,3.0407897793263645,2.942874137312174
37493,3.319571428571429,3.337018944323063
3815,3.3334482758620685,-211990801.70165184
19368,3.2823076923076924,3.296080067753792
26402,3.0474447674418608,3.1022967156022787
37155,3.5901639344262297,3.4234087578952312
22393,3.335548148148148,-940149.0428806841
26058,2.741935483870967,2.9748993888497353
18028,3.790857142857143,3.3447376284748316
4693,3.8165517241379314,3.810121566057205
13161,3.0283333333333338,2.8455435317009687
29997,3.862941176470588,3.748083796352148
6876,3.01375,2.7856400571763515
20998,3.816551724137931,3.3840703200548887
1617,3.4704545454545452,-96478311.72672954
11591,3.1633999999999998,3.265333790332079
29092,3.5836296296296295,-940148.6492863074
34656,3.85,3.843836795538664
12751,3.3195734597156403,3.301018798723817
32651,3.5479104477611942,3.087959662079811
38433,3.2311538461538465,2.734708869829774
11253,3.275087719298246,3.3173720985651016
21409,3.1140425531914895,2.8071696627885103
4602,2.89,3.0612674802541733
18623,3.5660869565217395,3.731377746909857
13230,3.739130434782609,3.4908461086452007
26050,2.8486363636363636,3.1283868849277496
31086,3.826521739130435,3.288872381672263
4828,3.2061764705882356,3.5273432191461325
15909,3.530909090909091,-477145847.6164531
25039,3.8404000000000003,3.824802553281188
14429,3.730769230769231,3.711821662262082
1206,2.6818181818181817,2.835870634764433
16982,2.901111111111111,-940148.8311909866
19420,3.5900000000000003,669879744.1911151
15647,3.972972972972973,3.9256996624171734
7156,3.3211111111111107,3.540177296847105
16153,2.881633028578,3.306679790839553
18230,3.023050847457627,3.0034110993146896
19959,3.5927817763782675,3.4925778582692146
2122,3.3574074074074076,3.2876383867114782
25973,3.509165429380133,3.5601358637213707
23494,2.6667647058823527,2.618742663413286
1197,3.6923076923076925,41018391.23119138
20808,3.1775,3.2097144462168217
24557,3.7059695817490494,3.761501520872116
8803,3.439090909090909,3.4624356906861067
22268,3.9421739130434785,3.8115722499787807
11765,2.33021164021164,2.9732798524200916
20574,3.518165540540541,3.5517811495810747
23030,3.0478823529411763,3.1146572045981884
33158,3.7306382978723405,3.474400706589222
21712,3.584285714285714,3.628498811274767
17769,3.715365853658537,3.6820982359349728
1570,3.3978070175438595,63697326.956349954
11068,3.422222222222222,3.448572503402829
27747,3.962962962962963,3.97731826454401
25799,3.8393103448275863,3.6683795526623726
6736,2.856666666666667,2.9890907295048237
19621,3.19375,42852236.906129695
1302,3.0465740740740737,3.020606579259038
36920,3.5598260869565213,3.7078720442950726
10452,3.6833333333333336,-725794645.5237888
8186,3.5,3.398493029177189
7565,3.4587499999999998,-513205008.14988714
8073,3.5985294117647055,3.4752366207540035
6892,3.6623653846153843,3.715093160048127
28331,2.525925925925926,2.6415153071284294
23450,2.721084942084942,2.9708351343870163
31913,3.801261538461538,3.644512038677931
16383,3.86125,12512680.23478334
35755,3.6564516129032256,12512679.83161781
31132,3.8497242647058827,3.6589641980826855
5123,3.8263380281690145,3.7130607459694147
27018,3.4865714285714287,3.3926783427596092
19270,3.9029166666666666,-940148.1411672123
19050,2.8546502057613172,2.4176718443632126
29302,3.8404347826086958,117980009.3281896
10472,3.6216216216216215,3.3425909988582134
19016,3.7586274509803923,3.3209851905703545
23886,3.888888888888889,-527850133.45275044
26885,3.8260869565217392,3.823959104716778
8699,2.6974117647058824,2.7793544437736273
10579,2.7397590361445783,2.9371830597519875
34970,3.8992565359477127,12512680.129253978
31017,3.2524242424242424,3.0936073306947947
2063,3.0424605353466023,540954770.2619816
28354,3.2366666666666664,3.393185343593359
26098,3.0316279069767447,3.114965122193098
19176,2.885135135135135,3.213275257498026
13589,2.412145236508994,2.5072776414453983
26403,3.190232558139535,2.794110206887126
2186,3.6884675324675325,3.6313782706856728
29897,3.8790909090909094,3.8850125782191753
7874,3.4951612903225806,3.541608365252614
23480,2.892619047619048,-940148.5019521713
5831,3.589767441860465,3.602094005793333
6443,3.8536,3.8321450892835855
37709,3.087037037037037,269159809.985048
20205,3.3464,3.5000963490456343
3537,2.8233333333333333,3.0707048438489437
9519,3.097804878048781,2.9117936976253986
34580,3.1510156250000003,3.2548409551382065
17452,3.1096999999999997,3.0065537206828594
31930,3.533040752351097,3.540047984570265
34199,3.788536585365854,3.520341631025076
27243,3.3588304996807152,3.6084504313766956
2469,3.2128,3.255189411342144
26901,3.9454545454545453,102240649.05052206
35952,3.2812,3.1269907858222723
10174,3.289111111111111,3.152443278580904
995,2.185015453296703,2.515535604208708
17612,3.53695652173913,-52215953.33114812
11420,3.6593181818181817,3.7374860011041164
15900,3.534,-12786557.586036485
20020,3.266461988304093,3.459784669801593
13056,3.5797368421052633,3.4030722845345736
16080,2.9269491525423734,3.1626926697790623
6608,3.319130434782609,3.3234128672629595
2936,2.970907801418439,-846760725.2189136
9129,3.4981779279279284,3.4031918440014124
20758,2.6916184971098267,2.760765176266432
9588,3.75,3.667557029053569
2503,3.5926383399209483,-338978895.21333903
17922,3.9372727272727275,3.8967118337750435
37527,3.069655172413793,-940148.8176721521
11796,3.034296474358974,2.9756242372095585
20138,2.834090909090909,3.26674422621727
19405,3.375,3.7174966409802437
16212,3.218695652173913,3.3762301057577133
30957,3.5985294117647055,3.4318269323557615
18688,3.3097101449275366,3.3528143540024757
37523,3.2418681318681317,31899889.217588305
36693,3.987115384615385,-55674209.77185297
2823,2.688064516129032,2.9410389717668295
20588,2.991351351351351,3.102501105517149
2626,3.7361764705882354,3.739899881184101
288,3.8576456093189964,3.8071436565369368
30591,3.718888888888889,3.6666933186352253
12370,3.2504999999999997,3.356772504746914
12917,3.6566666666666667,3.6168017759919167
23051,3.8333333333333335,3.785550830885768
38479,2.6836708860759497,3.2651583310216665
27259,3.096190476190476,3.350559815764427
27413,3.6884782608695654,3.7587999291718006
36466,3.406284290890269,3.18258523568511
8593,3.6038888888888887,3.642797313630581
28934,3.3611602209944746,12512680.275793854
36273,3.8517857142857146,114259202.20126157
12356,3.0429999999999997,3.150156982243061
33449,3.5,3.562812063843012
19851,3.729874274661509,3.93129850551486
28895,3.9285714285714284,3.9537197910249233
29860,3.929824561403508,3.682633366435766
15194,2.705813725490196,2.783885169774294
32851,2.7982142857142853,2346100042.822321
32416,3.571836734693878,3.3121893405914307
26240,3.526315789473684,3.8332772813737392
35721,3.6550000000000002,3.8885936997830868
8368,2.900309523809523,2.9008136056363583
23960,3.8891666666666667,3.8706002701073885
30362,3.4870574162679424,3.557849209755659
27760,3.53,3.4383927080780268
4789,3.3007323232323236,-333193607.4081101
24011,3.001481481481482,2.889057867228985
33016,3.788653846153846,3.676313918083906
21526,3.814585921325052,3.7372399158775806
24050,3.5412500000000002,-169003266.85330117
22810,3.2049097472924184,3.3358297757804394
12102,2.942,2.9176252596080303
21575,3.4923809523809517,91427795.31841609
12406,2.8571428571428568,251718755.67472583
13164,3.2207228915662656,3.3405354265123606
2961,3.5117857142857143,131485258.79276215
35857,3.812727272727273,120362421.74091409
10371,3.3628571428571425,3.237744903191924
232,3.5076190476190474,431976043.22278976
20358,3.696521739130435,3.57895346544683
24986,3.827067669172932,3.2562947683036327
2082,3.320194746376812,-595967279.6767234
23943,3.3972058823529414,3.533276917412877
24446,3.4860869565217394,3.4177393913269043
1588,2.6504255319148933,2.7094395458698273
20863,3.091896551724138,2.909454980865121
21766,3.3334463276836157,3.240592446178198
27957,3.6553333333333335,3.6665762662887573
17284,3.6033333333333335,148963568.47236824
32265,3.3648000000000002,3.0682319179177284
2130,3.26909375,2.5912323761731386
13729,3.7304761904761907,12512679.960660677
29596,3.8479166666666664,3.41290551610291
21943,3.8055555555555562,3.793982556089759
9812,3.7201999999999997,3.494984555989504
1487,3.289855072463768,3.2343231327831745
12440,3.1868,12512678.968462618
18565,3.03927374301676,3.7062428817152977
12391,3.4564556962025317,4.123411118984222
11845,3.414242424242424,3.4096578657627106
24330,3.1640437158469936,3.2319690715521574
14414,3.9361904761904762,3.834402285516262
6709,3.830769230769231,3.8143154494464397
9190,3.4953271028037385,3.3199006766080856
12941,3.924545454545455,3.8504761960357428
25633,3.2987026515151516,3.2935795560479164
32288,3.478695652173913,3.208720602095127
15115,3.5880952380952387,3.64698489010334
3059,3.3870967741935485,3.300694925710559
35212,3.869565217391304,-917345535.2590551
3463,2.6549116607773855,2.9926707968115807
13915,2.936025641025641,3.0976461097598076
18395,3.2539999999999996,3.344840472564101
4343,2.7705780075187967,2.5840007904917
16266,3.804090909090909,3.7549860142171383
35554,3.5,3.489025602117181
13786,3.4725,3.4558060877025127
14643,3.273928571428571,3.4751214403659105
126,3.6278735632183903,3.321671560406685
35195,3.8702439024390247,3.879106994718313
116,2.8426501035196687,339735739.2714399
30219,3.2142857142857144,3.228252101689577
6616,2.876666666666667,2.8777166604995728
222,3.349047619047619,-320796722.8416153
23523,3.5130769230769228,3.4682247452437878
36242,3.5930158730158737,3.741206843405962
13845,3.375,3.2152832951396704
19683,3.9615384615384617,3.9617287777364254
27711,3.736666666666667,3.923269834369421
38141,3.6002857142857145,3.636840334162116
33075,3.736875,3.5388006791472435
958,2.9285714285714284,3.575444370508194
8169,2.9695454545454543,2.9572196286171675
490,2.8455223880597016,2.722854446619749
33897,2.6246031746031746,2.8004441373050213
16966,3.666818181818182,3.0846485756337643
35526,2.87,3.450524054467678
34294,3.660909090909091,3.6357523053884506
13137,3.7925,3.811387611553073
26666,3.7732000000000006,3.498702432960272
9975,3.908627450980392,3.920434970408678
19344,2.971304347826087,3.0794051326811314
33307,3.0435185185185185,2.967212699353695
16580,3.3906896551724137,3.3860931508243084
10628,3.8776666666666673,3.453708056360483
28914,3.803606557377049,3.887397166341543
8539,3.197919254658385,3.4660977385938168
33073,3.1743478260869566,3.248990872874856
310,3.3444444444444446,3.5199000481516123
14075,2.3969047619047616,3.04002196341753
2123,3.362770114942528,-1243996524.1509724
9627,3.5468,3.601386157795787
4658,2.6109855072463772,2.631687592715025
892,3.363019230769231,3.4314745031297207
25483,3.433333333333333,3.472507942467928
11847,3.5562500000000004,3.5311921797692776
19903,3.7900000000000005,3.8234587348997593
7254,3.5919354838709676,3.5284401904791594
14515,3.4912698412698413,3.3811763264238834
5256,2.8097142857142856,3.1514145098626614
22382,3.982456140350877,3.8994819913059473
34487,3.215653935185185,2.889641150832176
26038,3.2140000000000004,-19746019.771176692
15704,3.5627450980392155,2.9872576482594013
13865,2.436551724137931,2.5815684385597706
2024,3.9607410743530957,-485719662.1429194
32102,3.3285507246376813,3.0193721055984497
34100,3.6660596546310833,3.6219209637492895
33920,3.7068,3.540450982749462
6570,3.511724137931034,3.5863016098737717
27854,3.542083333333333,3.551602130755782
36499,3.9332,-940148.1747891232
27294,3.561818181818182,3.2777909599244595
4861,3.6323715415019766,3.5603340603411198
6837,3.9445833333333336,4.047851487994194
35345,2.855945945945946,3.289129726588726
11163,3.5172413793103448,3.519492696970701
10827,3.8645454545454543,3.741571953520179
24457,3.609310344827586,3.607486829161644
6350,3.355785123966941,3.1779960840940475
17729,2.616582278481013,2.6501768082380295
33653,3.1431428571428572,178014511.7495648
16686,2.8947368421052633,3.411245843395591
28577,3.244333333333334,-26679492.296051767
15394,2.8097619047619045,3.0745850056409836
21324,3.583911692208767,3.474929630756378
23115,3.592777777777778,3.2363670580089092
34277,3.6897413793103446,3.5402204170823097
6630,2.5651162790697675,2.436753438785672
34087,3.412169811320755,2.9567766822874546
3210,3.394090909090909,3.1888122968375683
13518,3.3756734693877553,3.2172014825046062
23292,3.909090909090909,12512679.860450564
10581,3.0538997072674046,3.2930266615003347
15503,3.0570212765957443,-15018403.514545921
16806,3.484193548387097,3.464556258171797
12456,3.5,3.6913355700671673
5889,2.5559101870128815,2.5825015548616648
37304,3.7505,3.7103602699935436
23399,3.127105263157895,2.7209210116416216
15069,3.2266000000000004,3.2179894391447306
20576,3.5584523809523816,3.31613539904356
12041,3.8144444444444443,3.5636413376778364
34968,3.4035935483870965,3.4438902623951435
37639,2.2572727272727273,1110911229.9143987
15566,2.8611513687600647,2.291600689291954
34974,3.167272727272727,2.8699175231158733
11389,3.2165998505510927,3.2706140018999577
16916,3.3421052631578947,3.741071255877614
16753,3.131868131868132,3.1706950590014458
27202,3.3976190476190475,2.8016545865684748
38105,3.877631578947369,3.7822194155305624
31316,2.85,2.5987663604319096
2072,3.282248628309675,185645025.1642826
34909,3.533333333333333,3.433587161824107
8459,3.41235294117647,3.474976845085621
24042,3.365356017643352,3.46783509850502
30727,2.2804,2.776947420090437
25348,2.789473684210526,2.7860497049987316
27154,2.8842307692307694,2.8448526225984097
12447,3.4571428571428573,-299786408.2979371
21507,3.4361781609195403,3.3518641777336597
15606,3.3711111111111114,3.2040077075362206
9369,2.84032,2.865503065288067
15553,2.640384615384615,3.3062152825295925
1595,3.1351250000000004,3.0646416433155537
403,3.322903225806452,3.6197020169347525
16177,3.3338095238095242,2.7907763309776783
9487,3.651818181818182,3.639495249837637
3295,3.835652173913043,3.7877180967479944
3581,3.386578947368421,83595631.65058486
36776,3.903548387096774,3.771284282207489
10661,3.2826415094339625,3.747813157737255
28635,3.3336125654450264,3.383339000865817
1248,3.7692307692307696,4.059090195223689
36075,3.0613986013986016,3.177946211770177
28285,3.4563157894736842,3.5476012155413628
12079,2.8191666666666664,2.6385373137891293
14127,3.9695454545454543,189146931.3157901
23526,3.680021464646465,3.6026280596852303
16462,3.0924137931034483,3.1356376446783543
9259,3.373939393939394,3.430111212655902
29241,2.7382142857142857,-136957876.64623603
19138,3.4444444444444446,3.3177872262895107
38279,2.6668000000000003,2.7000571452081203
635,2.882875283446712,393647215.1717465
21597,2.7236170212765956,3.1606846302747726
35736,3.8682758620689657,3.6468885093927383
37655,3.3334615384615387,3.0413985662162304
32135,3.9227906976744187,3.8433163687586784
14209,3.255744680851064,2.9961418360471725
9870,3.3345454545454545,3.148408208042383
4014,3.493333333333333,3.65071477368474
21271,2.7166666666666663,2.3893734514713287
17304,3.389705372616984,3.3221241906285286
335,3.8795454545454544,116302021.18453619
19053,3.231694915254237,3.4400739520788193
26757,3.9054441260744985,3.632881024852395
13313,3.550869565217391,3.5719392858445644
30801,3.0166666666666666,3.780696466565132
33316,3.9734,3.698437161743641
6175,3.255952380952381,2.5891918558627367
31288,2.8455813953488374,2.9716539811342955
8879,3.9525,3.8397827930748463
31799,3.351891891891892,36710523.84173484
6381,3.469661016949152,3.1022711247205734
24782,3.075099337748344,3.129417072981596
28249,3.7384285714285714,3.5022790394723415
37364,3.775652173913043,11572528.037730526
11775,3.686969696969697,3.8015177454799414
33665,3.8936363636363636,190158827.9079434
3369,3.511688034188034,-940148.4026699997
6373,3.730769230769231,3.9942336045205593
20079,3.0063461538461542,2.733033848926425
16358,2.92,2.7808496858924627
18784,3.2475789473684205,3.282975971698761
35990,3.469375,3.493812123313546
31045,3.661290322580645,3.709106720983982
24360,3.1719354838709677,3.338885208591819
3736,3.16957671957672,-940148.8901841193
1930,2.8689285714285715,2.7460831962525845
4013,3.2571794871794872,3.5189513489603996
4873,3.9642857142857144,3.949036154896021
15053,3.8595555555555556,3.9384244829416275
4854,3.2390476190476187,3.1636201217770576
5211,3.496530612244898,3.5181790236383677
35764,3.873448275862069,3.4083426147699356
11344,2.834552845528455,2.9425277691334486
17196,3.283430232558139,3.285774091258645
27998,3.605930434782608,3.587377842515707
26175,3.4614893617021276,3.307583224028349
30885,3.601760797342193,3.7131889425218105
485,3.318636363636364,3.4282885938882828
9531,2.8577049180327867,2.845378778874874
